"SkillDir","RefFile","RefPath","RefSize","RefDesc","Status","SelfRef","PromptRef","PromptFiles","SiblingRef","SiblingFiles","CommonRef","CommonFiles","IsStale","MissingRefsSec"
"CommonSkills\通用-设计标题","腾讯专栏书名动词与亮点增补.md","CommonSkills\通用-设计标题\references\腾讯专栏书名动词与亮点增补.md","1538","腾讯专栏书名动词与亮点增补（2026-05-03）","ok","True","False","","False","","True","通用-设计标题","False","False"
"CommonSkills\通用-设计标题","腾讯专栏书名七要点增补.md","CommonSkills\通用-设计标题\references\腾讯专栏书名七要点增补.md","2511","腾讯专栏书名七要点增补","ok","True","False","","False","","True","通用-设计标题","False","False"
"CommonSkills\通用-设计标题","GEO标题优化规则.md","CommonSkills\通用-设计标题\references\GEO标题优化规则.md","4110","书名的 GEO 优化规则","ok","True","False","","False","","True","通用-设计标题","False","False"
"CommonSkills\通用-设计分卷大纲","标题规范与章节验收增强.md","CommonSkills\通用-设计分卷大纲\references\标题规范与章节验收增强.md","4773","标题规范与章节验收增强","ok","True","False","","False","","True","通用-设计分卷大纲","False","True"
"CommonSkills\通用-设计分卷大纲","超长篇分卷节奏与单元闭环.md","CommonSkills\通用-设计分卷大纲\references\超长篇分卷节奏与单元闭环.md","1102","超长篇分卷节奏与单元闭环","ok","True","False","","False","","True","通用-设计分卷大纲","False","True"
"CommonSkills\通用-设计分卷大纲","分部模板.md","CommonSkills\通用-设计分卷大纲\references\分部模板.md","2290","分部模板","ok","True","False","","False","","True","通用-设计分卷大纲","False","True"
"CommonSkills\通用-设计分卷大纲","分部与分卷设计规则.md","CommonSkills\通用-设计分卷大纲\references\分部与分卷设计规则.md","10024","分部与分卷设计规则","ok","True","False","","False","","True","通用-设计分卷大纲","False","True"
"CommonSkills\通用-设计分卷大纲","分卷模板与章节工件.md","CommonSkills\通用-设计分卷大纲\references\分卷模板与章节工件.md","14908","分卷模板与章节工件","ok","True","False","","False","","True","通用-设计分卷大纲","False","True"
"CommonSkills\通用-设计分卷大纲","故事面承接与卷章落点核对表.md","CommonSkills\通用-设计分卷大纲\references\故事面承接与卷章落点核对表.md","4162","故事面承接与卷章落点核对表","ok","True","False","","False","","True","通用-设计分卷大纲","False","True"
"CommonSkills\通用-设计分卷大纲","卷级四段推进与关键点布置表.md","CommonSkills\通用-设计分卷大纲\references\卷级四段推进与关键点布置表.md","8771","卷级四段推进与关键点布置表","ok","True","False","","False","","True","通用-设计分卷大纲","False","True"
"CommonSkills\通用-设计封面生图提示词","封面避坑与平台展示提醒.md","CommonSkills\通用-设计封面生图提示词\references\封面避坑与平台展示提醒.md","1689","封面避坑与平台展示提醒","ok","True","False","","False","","True","通用-设计封面生图提示词","False","False"
"CommonSkills\通用-设计封面生图提示词","封面提示词结构与约束.md","CommonSkills\通用-设计封面生图提示词\references\封面提示词结构与约束.md","2987","封面提示词结构与约束","ok","True","False","","False","","True","通用-设计封面生图提示词","False","False"
"CommonSkills\通用-设计封面生图提示词","平台封面策略矩阵.md","CommonSkills\通用-设计封面生图提示词\references\平台封面策略矩阵.md","4808","平台封面策略矩阵","ok","True","False","","False","","True","通用-设计封面生图提示词","False","False"
"CommonSkills\通用-设计封面生图提示词","文字安全与落盘规范.md","CommonSkills\通用-设计封面生图提示词\references\文字安全与落盘规范.md","5179","文字安全与落盘规范","ok","True","False","","False","","True","通用-设计封面生图提示词","False","False"
"CommonSkills\通用-设计故事面","故事面常见失误与修正.md","CommonSkills\通用-设计故事面\references\故事面常见失误与修正.md","2475","故事面常见失误与修正","ok","True","False","","False","","True","通用-设计故事面","False","True"
"CommonSkills\通用-设计故事面","故事面到分卷供血映射卡.md","CommonSkills\通用-设计故事面\references\故事面到分卷供血映射卡.md","4928","故事面到分卷供血映射卡","ok","True","False","","False","","True","通用-设计故事面","False","True"
"CommonSkills\通用-设计故事面","故事面设计规则.md","CommonSkills\通用-设计故事面\references\故事面设计规则.md","3669","故事面设计规则","ok","True","False","","False","","True","通用-设计故事面","False","True"
"CommonSkills\通用-设计故事面","人性锚点与社会议题耦合.md","CommonSkills\通用-设计故事面\references\人性锚点与社会议题耦合.md","1008","人性锚点与社会议题耦合","ok","True","False","","False","","True","通用-设计故事面","False","True"
"CommonSkills\通用-设计故事面","爽点模式库与三阶节拍.md","CommonSkills\通用-设计故事面\references\爽点模式库与三阶节拍.md","1595","爽点模式库与三阶节拍","ok","True","False","","False","","True","通用-设计故事面","False","True"
"CommonSkills\通用-设计故事面","主题显影与人物弧线耦合.md","CommonSkills\通用-设计故事面\references\主题显影与人物弧线耦合.md","4008","主题显影与人物弧线耦合","ok","True","False","","False","","True","通用-设计故事面","False","True"
"CommonSkills\通用-设计故事设定","创新性要素库与阶段红线.md","CommonSkills\通用-设计故事设定\references\创新性要素库与阶段红线.md","2656","创新性要素库与阶段红线","ok","True","False","","False","","True","通用-设计故事设定","False","True"
"CommonSkills\通用-设计故事设定","故事设定模板与镜头包.md","CommonSkills\通用-设计故事设定\references\故事设定模板与镜头包.md","10167","故事设定模板与镜头包","ok","True","False","","False","","True","通用-设计故事设定","False","True"
"CommonSkills\通用-设计故事设定","结构规范与真实感要求.md","CommonSkills\通用-设计故事设定\references\结构规范与真实感要求.md","2383","结构规范与真实感要求","ok","True","False","","False","","True","通用-设计故事设定","False","True"
"CommonSkills\通用-设计故事设定","金手指三阶段成长与代价闸门.md","CommonSkills\通用-设计故事设定\references\金手指三阶段成长与代价闸门.md","1506","金手指三阶段成长与代价闸门","ok","True","False","","False","","True","通用-设计故事设定","False","True"
"CommonSkills\通用-设计故事设定","科学对冲玄学与能力代价设计.md","CommonSkills\通用-设计故事设定\references\科学对冲玄学与能力代价设计.md","7037","科学对冲玄学与能力代价设计","ok","True","False","","False","","True","通用-设计故事设定","False","True"
"CommonSkills\通用-设计故事设定","世界规则分层_事实更新_真相版本补编.md","CommonSkills\通用-设计故事设定\references\世界规则分层_事实更新_真相版本补编.md","3422","世界规则分层_事实更新_真相版本补编","ok","True","False","","False","","True","通用-设计故事设定","False","True"
"CommonSkills\通用-设计故事设定","示例格式与验证流程.md","CommonSkills\通用-设计故事设定\references\示例格式与验证流程.md","3743","示例格式与验证流程","ok","True","False","","False","","True","通用-设计故事设定","False","True"
"CommonSkills\通用-设计故事设定","腾讯专栏金手指与世界观设定增补.md","CommonSkills\通用-设计故事设定\references\腾讯专栏金手指与世界观设定增补.md","4179","腾讯专栏金手指与世界观设定增补（2026-05-04）","ok","True","False","","False","","True","通用-设计故事设定","False","True"
"CommonSkills\通用-设计故事设定","现实职业绑定与前三章验证.md","CommonSkills\通用-设计故事设定\references\现实职业绑定与前三章验证.md","3523","现实职业绑定与前三章验证","ok","True","False","","False","","True","通用-设计故事设定","False","True"
"CommonSkills\通用-设计故事设定","长篇演进与城市语境.md","CommonSkills\通用-设计故事设定\references\长篇演进与城市语境.md","3587","长篇演进与城市语境","ok","True","False","","False","","True","通用-设计故事设定","False","True"
"CommonSkills\通用-设计故事设定","证据链与程序摩擦规则.md","CommonSkills\通用-设计故事设定\references\证据链与程序摩擦规则.md","9538","证据链与程序摩擦规则","ok","True","False","","False","","True","通用-设计故事设定","False","True"
"CommonSkills\通用-设计故事设定","中国语境与一致性检查.md","CommonSkills\通用-设计故事设定\references\中国语境与一致性检查.md","2229","中国语境与一致性检查","ok","True","False","","False","","True","通用-设计故事设定","False","True"
